ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
1762528_s_at	0.7089	0.61295331	-5.37e-01	-6.61462	-9.50e-02	escR///ECs4583	type III secretion system protein///type III secretion system protein
1764791_s_at	0.7089	0.61308685	-5.37e-01	-6.61474	-7.00e-02	ytfL///ytfL///ytfL///ECs5196	hypothetical protein///transporter///UPF0053 family inner membrane protein///transporter
1766477_s_at	0.7089	0.61321967	5.37e-01	-6.61487	1.30e-01	Z2988///ECs2642	tail fiber protein component of prophage CP-933T///phage tail protein
1764189_at	0.7089	0.61328495	-5.37e-01	-6.61493	-9.00e-02	yfeA	hypothetical protein
1765191_s_at	0.7089	0.61336626	-5.37e-01	-6.615	-7.50e-02	pepD///pepD///ECs0264	aminoacyl-histidine dipeptidase///aminoacyl-histidine dipeptidase (peptidase D)///hypothetical protein
1761096_s_at	0.7089	0.61337148	5.37e-01	-6.61501	9.50e-02	rfaD///rfaD///hldD///rfaD	ADP-L-glycero-D-manno-heptose-6-epimerase///ADP-L-glycero-D-manno-heptose-6-epimerase///ADP-L-glycero-D-mannoheptose-6-epimerase, NAD(P)-binding///ADP-L-glycero-D-mannoheptose-6-epimerase
1762800_at	0.7095	0.61396473	5.36e-01	-6.61556	1.05e-01	ECs1536	hypothetical protein
1764648_s_at	0.7098	0.61423768	-5.35e-01	-6.61581	-7.00e-02	c1760///Z2510///ECs1862	transcriptional repressor///transcriptional repressor///transcription regulatory protein
1759808_s_at	0.71	0.6144979	5.35e-01	-6.61605	1.25e-01	fadB///fadB	multifunctional fatty acid oxidation complex subunit alpha///multifunctional fatty acid oxidation complex subunit alpha
1762513_at	0.711	0.61540285	-5.33e-01	-6.61688	-1.35e-01	ydfR	hypothetical protein
1764065_s_at	0.7116	0.61613318	5.32e-01	-6.61755	7.00e-02	c3010	hypothetical protein
1760716_s_at	0.7116	0.61613318	-5.32e-01	-6.61755	-7.00e-02	rnpB///rnpB///rnpB	miscRNA///ncRNA///miscRNA
1764918_s_at	0.7116	0.61621432	-5.32e-01	-6.61763	-1.35e-01	c5383///c1248	hypothetical protein///hypothetical protein
1763407_at	0.7116	0.61625121	5.32e-01	-6.61766	8.50e-02	ymfQ	prohage e14 tail protein homolog
1759225_s_at	0.7121	0.61680732	5.31e-01	-6.61817	2.30e-01	c0974	phage tail protein
1762216_at	0.7121	0.61680732	5.31e-01	-6.61817	2.30e-01	yphG	hypothetical protein
1759999_s_at	0.7125	0.61726711	-5.31e-01	-6.61859	-8.50e-02	Z4849///ECs4324	hypothetical protein///lipoprotein
1768538_s_at	0.7128	0.61752154	-5.30e-01	-6.61882	-1.15e-01	mhpR///mhpR///ECs0401	DNA-binding transcriptional activator MhpR///mhp operon transcriptional activator///MhpR family transcriptional regulator
1764743_s_at	0.7136	0.61835705	5.29e-01	-6.61959	1.40e-01	Z3272///ECs2910	hypothetical protein///outer membrane protein
1760511_s_at	0.7137	0.6185021	-5.29e-01	-6.61972	-1.00e-01	Z2980///ECs2635	stability/partitioning protein encoded within CP-933T///plasmid partition protein
1765536_s_at	0.7138	0.61859784	-5.28e-01	-6.61981	-8.00e-02	Z2317///ynbC///ECs2012	hypothetical protein///putative esterase///hypothetical protein
1763306_s_at	0.7138	0.61874067	-5.28e-01	-6.61994	-7.00e-02	c3643///Z1600///Z1161///ECs1339	hypothetical protein///hypothetical protein///hypothetical protein///hypothetical protein
1767074_s_at	0.7138	0.61877599	-5.28e-01	-6.61997	-8.50e-02	sdiA///sdiA///sdiA///ECs2654	DNA-binding transcriptional activator SdiA///DNA-binding transcriptional activator SdiA///quorum-sensing transcriptional activator///SdiA family transcriptional regulator
1766831_at	0.7141	0.61910948	-5.28e-01	-6.62027	-1.30e-01	c1820	hypothetical protein
1765752_at	0.7145	0.6194853	5.27e-01	-6.62061	1.50e-01	c3715	hypothetical protein
1765768_s_at	0.7146	0.61967328	-5.27e-01	-6.62078	-1.00e-01		
1759774_at	0.7146	0.61977207	5.27e-01	-6.62087	8.50e-02	entF	enterobactin synthase multienzyme complex component, ATP-dependent
1759738_s_at	0.7149	0.6201088	-5.26e-01	-6.62118	-1.05e-01		
1765495_s_at	0.7149	0.6201748	5.26e-01	-6.62124	1.65e-01	Z1363///ECs1974	hypothetical protein///portal protein
1764158_at	0.7152	0.62051404	5.26e-01	-6.62154	8.50e-02	pldA	phospholipase A
1761458_at	0.7153	0.62063464	-5.25e-01	-6.62165	-9.00e-02	c0933	hypothetical protein
1765661_at	0.7156	0.62092387	5.25e-01	-6.62191	1.15e-01	c3394	hypothetical protein
1760916_s_at	0.7158	0.62119217	5.24e-01	-6.62215	1.15e-01	ECs1988///ECs1119	hypothetical protein///hypothetical protein
1762037_s_at	0.7158	0.62139308	-5.24e-01	-6.62234	-8.00e-02	glpG///glpG///glpG///ECs4267	intramembrane serine protease GlpG///intramembrane serine protease GlpG///rhomboid intramembrane serine protease///intramembrane serine protease GlpG
1768635_s_at	0.7158	0.62142625	-5.24e-01	-6.62237	-1.50e-01	yehM///Z3293///yehM	hypothetical protein///hypothetical protein///uncharacterized protein
1760254_s_at	0.7158	0.62143506	-5.24e-01	-6.62237	-1.45e-01	papK///papK_2	PapK protein///PapK protein
1761483_at	0.7158	0.62146089	5.24e-01	-6.6224	9.50e-02	c1492	hypothetical protein
1761941_s_at	0.7161	0.6218071	5.24e-01	-6.62271	8.00e-02	ymdB///Z1679///ymdB///ECs1423	hypothetical protein///hypothetical protein///O-acetyl-ADP-ribose deacetylase; RNase III inhibitor during cold shock; putative cardiolipin synthase C regulatory subunit///hypothetical protein
1764658_at	0.7168	0.6224889	5.22e-01	-6.62332	9.00e-02	puuB	gamma-glutamylputrescine oxidoreductase
1768715_s_at	0.717	0.62271423	-5.22e-01	-6.62352	-8.50e-02	Z1771///ECs1507	hypothetical protein///hypothetical protein
1768161_s_at	0.7172	0.62294184	-5.22e-01	-6.62373	-1.30e-01	Z3107///Z6054///Z2377///Z2108///ECs2262///ECs1961///ECs2746	hypothetical protein///hypothetical protein///hypothetical protein///phage protein YjhS encoded within prophage CP-933O///hypothetical protein///hypothetical protein///hypothetical protein
1761717_s_at	0.7172	0.6230398	-5.22e-01	-6.62381	-7.50e-02	degQ///degQ///degQ///ECs4107	serine endoprotease///serine endoprotease///serine endoprotease, periplasmic///serine endoprotease
1766523_s_at	0.7178	0.62362324	5.21e-01	-6.62434	7.00e-02	yheM///yheM///tusC///ECs4195	sulfur relay protein TusC///sulfur relay protein TusC///mnm(5)-s(2)U34-tRNA synthesis 2-thiolation protein///sulfur relay protein TusC
1765196_s_at	0.7181	0.62398707	-5.20e-01	-6.62466	-1.10e-01	espB///ECs4554	hypothetical protein///protein EspB
1768146_s_at	0.7182	0.62415427	5.20e-01	-6.62481	7.00e-02	ykfE///ykfE///ivy///ECs0247	C-lysozyme inhibitor///C-lysozyme inhibitor///inhibitor of c-type lysozyme, periplasmic///C-lysozyme inhibitor
1767542_s_at	0.7188	0.6247725	-5.19e-01	-6.62536	-1.10e-01	ynjH///Z2792///ynjH///ECs2466	hypothetical protein///hypothetical protein///DUF1496 family protein///hypothetical protein
1766421_at	0.7188	0.62480242	5.19e-01	-6.62539	8.00e-02	ECs2203	hypothetical protein
1762940_at	0.7189	0.62494255	5.19e-01	-6.62551	1.30e-01	c0332	L-fucose permease
1759501_s_at	0.7195	0.62551007	-5.18e-01	-6.62602	-9.50e-02	yegE///Z3235m///yegE	sensor protein///sensor protein///putative diguanylate cyclase
1763102_s_at	0.7196	0.62573402	5.18e-01	-6.62622	7.00e-02	fimI///fimI///fimI///ECs5274	fimbrin-like protein fimI///fimbrial protein///fimbrial protein involved in type 1 pilus biosynthesis///protein FimI
1759590_s_at	0.7198	0.62597052	-5.17e-01	-6.62643	-1.00e-01	relA///relA///relA	GDP/GTP pyrophosphokinase///GDP/GTP pyrophosphokinase///GDP/GTP pyrophosphokinase
1759162_at	0.7199	0.626078	5.17e-01	-6.62652	9.50e-02	serB	phosphoserine phosphatase
1765751_s_at	0.7214	0.62746999	5.15e-01	-6.62775	8.50e-02	tbpA///thiB///tbpA	thiamine transporter substrate binding subunit///thiamine/thiamine pyrophosphate/thiamine monophosphate ABC transporter periplasmic binding protein///thiamine transporter substrate binding subunit
1767316_at	0.7214	0.62758157	-5.15e-01	-6.62785	-9.00e-02	yciQ	hypothetical protein
1766357_at	0.7216	0.62778933	-5.14e-01	-6.62803	-9.00e-02	cueR	copper-responsive regulon transcriptional regulator
1764000_s_at	0.7222	0.62849406	-5.13e-01	-6.62865	-7.00e-02	c1919///Z2219///dosC///ECs2095	hypothetical protein///hypothetical protein///diguanylate cyclase, cold- and stationary phase-induced oxygen-dependent biofilm regulator///hypothetical protein
1767816_s_at	0.7222	0.62849406	5.13e-01	-6.62865	7.00e-02	yrdD///yrdD///yrdD///ECs4149	hypothetical protein///DNA topoisomerase///ssDNA-binding protein, function unknown///hypothetical protein
1766319_at	0.7222	0.62851741	-5.13e-01	-6.62867	-1.25e-01	yjiN	hypothetical protein
1761551_s_at	0.7223	0.62866454	-5.13e-01	-6.6288	-7.00e-02	cysQ///cysQ///cysQ///ECs5192	adenosine-3'(2'),5'-bisphosphate nucleotidase///adenosine-3'(2'),5'-bisphosphate nucleotidase///3'(2'),5'-bisphosphate nucleotidase///3'(2'),5'-bisphosphate nucleotidase CysQ
1769182_s_at	0.7226	0.62903409	5.12e-01	-6.62913	1.40e-01	kdpC///kdpC///kdpC///ECs0724	potassium-transporting ATPase subunit C///potassium-transporting ATPase subunit C///potassium translocating ATPase, subunit C///potassium-transporting ATPase subunit C
1766653_at	0.7226	0.62910042	5.12e-01	-6.62918	7.50e-02	c1881	hypothetical protein
1761077_at	0.7228	0.62934137	-5.12e-01	-6.62939	-1.45e-01	molR_B	hypothetical protein
1764605_s_at	0.7228	0.62942473	5.12e-01	-6.62947	8.00e-02	ECs5445///Z3081///Z2143///ECs2163///ECs2946	hypothetical protein///tail fiber component K of prophage CP-933U///tail component of prophage CP-933O///tail assembly protein///tail assembly protein
1763578_s_at	0.7233	0.62994221	5.11e-01	-6.62992	8.00e-02	hofB///hofB	hypothetical protein///T2SE secretion family protein; P-loop ATPase superfamily protein
1768982_s_at	0.7233	0.63002005	5.11e-01	-6.62999	7.00e-02	fliY///fliY///fliY///ECs2659	cystine transporter subunit///cystine transporter subunit///cystine transporter subunit///cystine transporter subunit
1764184_at	0.7233	0.63004909	5.11e-01	-6.63001	1.40e-01	c2770	hypothetical protein
1762702_s_at	0.7235	0.63027792	5.11e-01	-6.63021	7.50e-02		
1765582_at	0.7244	0.63114805	-5.09e-01	-6.63097	-8.50e-02		
1765991_s_at	0.7253	0.63197333	-5.08e-01	-6.63169	-9.00e-02	c2160///Z2791///nudG///ECs2465	pyrimidine (deoxy)nucleoside triphosphate pyrophosphohydrolase///pyrimidine (deoxy)nucleoside triphosphate pyrophosphohydrolase///CTP pyrophosphohydrolase; also hydrolyzes 2-hydroxy-dATP, 8-hydroxy-dGTP, 5-hydroxy-CTP, dCTP and 5-methyl-dCTP///pyrimidine (deoxy)nucleoside triphosphate pyrophosphohydrolase
1760276_s_at	0.7259	0.63263344	5.07e-01	-6.63226	1.10e-01	c1400///intN///ECs1501	prophage lambda integrase///hypothetical protein///integrase
1769124_at	0.726	0.63283371	5.07e-01	-6.63243	1.10e-01	c0938	hypothetical protein
1766157_s_at	0.726	0.6328869	-5.07e-01	-6.63248	-7.50e-02	rrsD///rrsC///rrsB///rrsE///rrsG///rrsA///rrsE///rrsD///rrsE///rrsB///rrsA///rrsC///rrsD///rrsG///rrsG	16S ribosomal RNA///16S ribosomal RNA///16S ribosomal RNA///16S ribosomal RNA///16S ribosomal RNA///16S ribosomal RNA///16S ribosomal RNA///16S ribosomal RNA///16S ribosomal RNA of rrnE operon///16S ribosomal RNA of rrnB operon///16S ribosomal RNA of rrnA operon///16S ribosomal RNA of rrnC operon///16S ribosomal RNA of rrnD operon///16S ribosomal RNA of rrnG operon///16S ribosomal RNA
1759950_s_at	0.726	0.63300232	-5.06e-01	-6.63258	-8.00e-02	lhr///ECs2362	ATP-dependent helicase Lhr///ATP-dependent helicase Lhr
1762836_s_at	0.726	0.63300232	5.06e-01	-6.63258	8.00e-02	secB///secB///secB///ECs4487	preprotein translocase subunit SecB///preprotein translocase subunit SecB///protein export chaperone///preprotein translocase subunit SecB
1760149_s_at	0.7262	0.6332593	-5.06e-01	-6.6328	-1.00e-01	Z4064///ECs3609	hypothetical protein///hypothetical protein
1763621_at	0.7267	0.63376777	-5.05e-01	-6.63324	-9.50e-02	c5376	hypothetical protein
1767620_s_at	0.7268	0.63400565	5.05e-01	-6.63344	8.00e-02	Z2225///ddpC///ECs2089	ATP-dependent peptide transporter membrane subunit///D,D-dipeptide ABC transporter permease///ATP-dependent peptide transporter membrane subunit
1762351_at	0.7268	0.63402889	-5.05e-01	-6.63346	-7.50e-02	baeS	signal transduction histidine-protein kinase BaeS
1766111_s_at	0.7268	0.63406217	5.05e-01	-6.63349	1.55e-01	folK///ECs0146	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase///2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
1767416_at	0.7272	0.63440538	-5.04e-01	-6.63379	-1.15e-01	c2464	acyl-coa dehydrogenase
1768975_s_at	0.7277	0.63493931	-5.03e-01	-6.63425	-8.50e-02		
1764738_at	0.7278	0.63510129	5.03e-01	-6.63439	1.30e-01	c0361	cytoplasmic membrane export protein
1765665_at	0.7279	0.63523132	5.03e-01	-6.6345	1.35e-01	proV	glycine betaine transporter ATP-binding subunit
1765424_at	0.729	0.63628995	-5.01e-01	-6.6354	-1.40e-01	nikE	nickel transporter ATP-binding protein NikE
1762965_s_at	0.7295	0.63683799	-5.01e-01	-6.63587	-7.50e-02	yedP///Z3045///yedP///ECs2693	mannosyl-3-phosphoglycerate phosphatase///mannosyl-3-phosphoglycerate phosphatase///putative mannosyl-3-phosphoglycerate phosphatase///mannosyl-3-phosphoglycerate phosphatase
1768366_s_at	0.7299	0.63726345	-5.00e-01	-6.63623	-1.15e-01		
1769175_s_at	0.7303	0.63762744	-4.99e-01	-6.63654	-1.05e-01	c0060///Z0057///ECs0053	toxin of gyrase inhibiting toxin-antitoxin system///toxin of gyrase inhibiting toxin-antitoxin system///CcdB-like protein
1765410_s_at	0.7304	0.6378045	-4.99e-01	-6.63669	-6.50e-02	elaA///elaA///ECs3155	hypothetical protein///GNAT family putative N-acetyltransferase///hypothetical protein
1766833_s_at	0.7307	0.63821854	-4.98e-01	-6.63704	-7.50e-02	spoT///spoT	bifunctional (p)ppGpp synthetase II/ guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase///bifunctional (p)ppGpp synthetase II/ guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase
1764682_s_at	0.7307	0.63823199	-4.98e-01	-6.63705	-9.00e-02	yigC///ubiD	3-octaprenyl-4-hydroxybenzoate carboxy-lyase///3-octaprenyl-4-hydroxybenzoate decarboxylase
1762109_s_at	0.7313	0.63882911	4.98e-01	-6.63756	8.50e-02	yaeO///yaeO///rof///ECs0191	Rho-binding antiterminator///Rho-binding antiterminator///modulator of Rho-dependent transcription termination///Rho-binding antiterminator
1762787_s_at	0.7318	0.63933924	4.97e-01	-6.63799	1.30e-01	Z1481///ECs1225	hypothetical protein///hypothetical protein
1767817_s_at	0.7322	0.63985465	-4.96e-01	-6.63843	-7.50e-02	yaiL///ECs0409	nucleoprotein/polynucleotide-associated enzyme///nucleoprotein/polynucleotide-associated enzyme
1765776_s_at	0.7322	0.63985465	-4.96e-01	-6.63843	-7.50e-02	uppP///uppP///bacA///uppP	undecaprenyl pyrophosphate phosphatase///undecaprenyl pyrophosphate phosphatase///undecaprenyl pyrophosphate phosphatase///UDP pyrophosphate phosphatase
1764594_s_at	0.7322	0.63985789	4.96e-01	-6.63843	8.00e-02	ybiP///ybiP///opgE///ECs0893	hypothetical protein///hypothetical protein///OPG biosynthetic transmembrane phosphoethanolamine transferase///hypothetical protein
1768474_s_at	0.7322	0.6399853	4.96e-01	-6.63854	6.50e-02		
1766035_at	0.7323	0.64013877	4.96e-01	-6.63867	1.00e-01	c3409	antiterminator
1764736_at	0.7324	0.64028023	4.95e-01	-6.63878	1.80e-01	c1504	hypothetical protein
AFFX-Ec-AY342347_at	0.7324	0.64033302	4.95e-01	-6.63883	8.00e-02		
1760805_at	0.7326	0.64066536	4.95e-01	-6.63911	7.00e-02	ECs1099	hypothetical protein
1767701_s_at	0.7326	0.64070354	-4.95e-01	-6.63914	-6.50e-02	asr///asr///asr///ECs2303	acid shock protein///acid shock protein///acid shock-inducible periplasmic protein///acid-shock protein
1762719_at	0.7327	0.64083448	-4.94e-01	-6.63925	-1.20e-01	phnJ	PhnJ protein
1760652_s_at	0.7327	0.64106105	-4.94e-01	-6.63944	-6.50e-02	deoD///deoD///deoD///deoD	purine nucleoside phosphorylase///purine nucleoside phosphorylase///purine nucleoside phosphorylase 1; nicotinamide 1-beta-D-riboside phosphorylase///purine nucleoside phosphorylase
1759661_at	0.7327	0.64106105	4.94e-01	-6.63944	6.50e-02	yjjV	deoxyribonuclease YjjV
1761803_at	0.7327	0.64108032	4.94e-01	-6.63946	1.35e-01		
1765681_s_at	0.7329	0.64135442	-4.94e-01	-6.63969	-8.50e-02	Z1881///ECs1628	hypothetical protein///hypothetical protein
1768028_s_at	0.7329	0.64135442	-4.94e-01	-6.63969	-8.50e-02	ybdA///entS///ECs0630	enterobactin exporter EntS///enterobactin exporter, iron-regulated///enterobactin exporter EntS
1759963_s_at	0.733	0.64150331	4.93e-01	-6.63981	9.50e-02	Z3935///ECs3504	hypothetical protein///hypothetical protein
1765571_s_at	0.7342	0.64268087	4.92e-01	-6.6408	8.00e-02	yicP///adeD	cryptic adenine deaminase///cryptic adenine deaminase
1761098_s_at	0.7343	0.64283279	4.91e-01	-6.64092	6.50e-02	yqgF///yqgF	Holliday junction resolvase-like protein///putative Holliday junction resolvase
1763200_s_at	0.7346	0.64314495	4.91e-01	-6.64118	8.00e-02		
1761125_at	0.7346	0.64318401	4.91e-01	-6.64122	6.50e-02	yfdN	hypothetical protein
1759306_at	0.7346	0.64328877	4.91e-01	-6.6413	1.00e-01	priC	primosomal replication protein N''
1763506_at	0.7347	0.64342488	4.91e-01	-6.64142	1.45e-01	c2440	hypothetical protein
1763445_s_at	0.7348	0.64358769	-4.90e-01	-6.64155	-7.50e-02	c1914///Z2229///bdm///ECs2085	biofilm-dependent modulation protein///biofilm-dependent modulation protein///biofilm-dependent modulation protein///biofilm-dependent modulation protein
1762247_at	0.7348	0.64365829	4.90e-01	-6.64161	1.00e-01	chiA	secreted endochitinase
1768576_at	0.7349	0.64388335	4.90e-01	-6.6418	6.50e-02	ycgV	putative adhesin
1765619_s_at	0.7349	0.64388335	-4.90e-01	-6.6418	-6.50e-02		
1760466_at	0.7353	0.64432056	4.89e-01	-6.64216	1.00e-01	yfaL	adhesin
1768761_at	0.7359	0.64492471	-4.88e-01	-6.64266	-6.50e-02	c2895	yapH-like protein
1764814_s_at	0.7369	0.645957	4.87e-01	-6.64351	6.50e-02	speE///speE///speE///ECs0125	spermidine synthase///spermidine synthase///spermidine synthase (putrescine aminopropyltransferase)///spermidine synthase
AFFX-Ec-M57289-1_s_at	0.7369	0.64609868	4.87e-01	-6.64363	7.00e-02		
1768385_s_at	0.7369	0.64618305	4.86e-01	-6.6437	1.05e-01	Z5882///ECs5246	hypothetical protein///hypothetical protein
1765411_s_at	0.7369	0.64618432	-4.86e-01	-6.6437	-7.50e-02	yeaU///dmlA///ECs2509	tartrate dehydrogenase///D-malate oxidase, NAD-dependent; putative tartrate dehydrogenase///tartrate dehydrogenase
1759197_s_at	0.7369	0.64618432	-4.86e-01	-6.6437	-7.50e-02		
1760666_at	0.7371	0.64638261	4.86e-01	-6.64386	1.55e-01	yhfX	hypothetical protein
1761278_s_at	0.7373	0.64669688	-4.86e-01	-6.64412	-7.50e-02	lon///ECs0493	DNA-binding ATP-dependent protease La///DNA-binding ATP-dependent protease La
1759202_s_at	0.7374	0.64683401	-4.85e-01	-6.64423	-7.00e-02	yebN///Z2864///mntP///ECs2531	hypothetical protein///hypothetical protein///putative Mn(2+) efflux pump, mntR-regulated///hypothetical protein
1764340_at	0.7376	0.64713017	4.85e-01	-6.64448	8.00e-02	yajB	ACP phosphodieterase
1768592_at	0.7376	0.6471655	-4.85e-01	-6.64451	-1.50e-01	c4779	transcriptional regulator
1762770_at	0.7379	0.64746157	4.84e-01	-6.64475	7.50e-02	c3063	hypothetical protein
1768698_s_at	0.739	0.64849059	4.83e-01	-6.64559	1.15e-01	c1193///Z4859///ECs4334	hypothetical protein///hypothetical protein///hypothetical protein
1765710_at	0.739	0.64857681	4.83e-01	-6.64566	8.00e-02	c3240	hypothetical protein
1765006_at	0.7397	0.64933416	-4.82e-01	-6.64628	-6.50e-02	yffL	CPZ-55 prophage; uncharacterized protein
1763325_at	0.7397	0.64933416	-4.82e-01	-6.64628	-6.50e-02		
1761021_s_at	0.7398	0.64950371	-4.81e-01	-6.64642	-1.10e-01	ybgO///ECs0741	hypothetical protein///hypothetical protein
1768732_s_at	0.7401	0.64998753	4.81e-01	-6.64681	8.50e-02	Z2323///ECs2006	hypothetical protein///BigA-like protein
1761915_s_at	0.7401	0.64999808	-4.81e-01	-6.64682	-6.50e-02	ymdC///ymdC///clsC///ECs1424	hypothetical protein///synthase///stationary phase cardiolipin synthase 3///synthase
1764470_s_at	0.7401	0.64999808	4.81e-01	-6.64682	6.50e-02	yaiA///yaiA///yaiA///ECs0439	hypothetical protein///hypothetical protein///OxyR-regulated conserved protein///hypothetical protein
